StarID,ProperName,X,Y,Z
938,,243.56637,12.3589,393.51922
939,,37.95874,1.9264,-118.91775
940,,842.4731,42.76681,1687.71911
941,,47.81172,2.42717,8.72461
942,,90.93429,4.62021,-107.19692
943,,261.22764,13.28908,387.22499
944,,173.21955,8.82282,93.09791
945,,143.08366,7.29801,-24.49667
946,,26.53896,1.35425,-21.69571
947,,137.00668,6.99864,191.16356
948,,17.81337,0.91263,-12.5514
949,,469.52049,24.08428,731.51494
950,,81.18791,4.17069,42.33798
951,,89.91766,4.62813,-58.9943
952,,126.24794,6.50176,20.33898
953,,57.77607,2.97796,-18.30498
954,,68.66949,3.54969,37.2151
955,,203.10608,10.50263,459.51766
956,,435.84887,22.54474,-605.34651
957,,149.31708,7.72561,184.56726
958,,94.77758,4.90392,-33.98678
959,,77.68196,4.02024,-55.5801
960,,205.39877,10.67368,-40.59379
961,,215.2141,11.19606,-140.15069
962,,84.21767,4.38151,-35.48021
963,,122.16197,6.36102,-472.21773
964,,92.86418,4.84057,-84.23575
965,,112.35077,5.88012,125.61916
966,,350.39445,18.34527,-1.40666
967,,133.1388,6.99032,57.89196
968,,3842.25702,201.75494,-5444.33653
969,,80.4329,4.22386,43.92614
970,,188.92648,9.92791,215.19608
971,,160.28719,8.43563,-39.46382
972,,22.86487,1.20469,11.71635
973,,30.29654,1.59923,-49.55643
974,,93.7536,4.95094,-11.67504
975,,5818028.12913,307484.32441,-8127484.36349
976,,261.15686,13.80238,212.07003
977,,318.19851,16.81721,-43.09348
978,,101.01201,5.34418,110.35525
979,,62.87173,3.33187,85.47149
980,,192.4356,10.20773,215.39583
981,,178.2456,9.47077,-57.78448
982,,140.14357,7.44994,149.31737
983,,90.05609,4.80451,-47.51765
984,,73.37695,3.91961,61.44355
985,,538.43792,28.76556,-146.14124
986,,7205074.86771,385901.46809,6923725.60169
987,,319.09283,17.09209,132.73278
988,,134.56733,7.22195,-164.64758
989,,87.69212,4.71283,-75.39097
990,,58.94893,3.17422,-92.68648
991,,491.05913,26.52808,-75.33801
992,,86.80758,4.7094,-160.82201
993,,173.97031,9.45215,180.16288
994,,48.31856,2.63163,17.83711
995,,190.47434,10.39657,-287.25859
996,,480.05605,26.20723,302.80347
997,,39.14252,2.13734,10.18453
998,,60.40248,3.2983,-24.52296
